trip_id,pickup_datetime,pickup_location,trip_type,distance_miles,duration_minutes,fare_amount
36849,2026-03-02 19:35:59,Deansgate,Business,11.99,34.0,27.52
36850,2025-12-02 17:47:36,Piccadilly,Standard,25.9,63.0,69.81
36851,2026-04-20 15:23:34,Trafford Centre,Standard,33.49,123.0,55.67
36852,2026-02-27 21:39:13,Stockport,Standard,16.59,50.0,25.34
36853,2025-09-01 00:15:15,Old Trafford,Premium,29.75,129.0,73.79
36854,2025-07-05 16:36:39,Trafford Centre,Airport,8.48,41.0,12.8
36855,2025-08-14 03:27:57,Trafford Centre,Business,27.6,73.0,74.57
36856,2026-02-23 14:57:13,Salford Quays,Airport,17.5,56.0,29.81
36857,2025-12-04 01:12:32,Old Trafford,Airport,11.42,44.0,19.35
36858,2026-03-21 14:02:22,Piccadilly,Standard,31.86,67.0,39.97
36859,2026-04-07 09:35:54,Stockport,Business,22.81,85.0,33.76
36860,2025-09-07 17:59:07,MediaCityUK,Standard,4.91,20.0,13.52
36861,2025-09-19 20:53:58,MediaCityUK,Business,11.42,32.0,23.67
36862,2026-01-04 18:52:46,Stockport,Premium,34.66,130.0,68.08
36863,2026-05-01 01:53:57,Old Trafford,Business,6.78,15.0,12.4
36864,2025-11-24 01:25:25,Salford Quays,Business,2.21,11.0,4.69
36865,2025-11-20 07:22:41,MediaCityUK,Standard,24.63,81.0,41.72
36866,2026-03-31 09:06:37,Salford Quays,Standard,5.75,28.0,15.08
36867,2025-08-26 01:12:41,Salford Quays,Premium,14.67,30.0,26.01
36868,2026-04-22 20:09:35,Old Trafford,Premium,22.05,105.0,42.83
36869,2025-06-26 04:06:25,Piccadilly,Premium,2.84,8.0,3.53
36870,2025-08-25 22:42:47,Piccadilly,Airport,13.65,36.0,18.03
36871,2026-06-20 11:39:57,Old Trafford,Airport,13.01,32.0,27.85
36872,2025-12-11 01:45:39,Trafford Centre,Premium,30.96,89.0,65.97
36873,2026-02-24 09:22:47,Trafford Centre,Premium,17.93,66.0,45.88
36874,2026-01-29 08:40:06,Deansgate,Airport,31.55,133.0,51.48
36875,2025-09-27 15:48:29,Salford Quays,Airport,31.45,134.0,80.59
36876,2025-12-01 16:43:40,Piccadilly,Standard,3.78,12.0,8.4
36877,2026-04-25 16:16:20,Trafford Centre,Standard,12.2,35.0,18.35
36878,2025-10-07 22:42:07,Trafford Centre,Premium,15.64,59.0,33.47
36879,2026-02-22 21:57:07,Old Trafford,Airport,5.45,14.0,8.7
36880,2026-03-08 15:38:51,Stockport,Airport,20.02,53.0,47.6
36881,2025-08-14 10:29:18,Stockport,Premium,22.92,54.0,51.02
36882,2025-09-05 03:21:53,Manchester Airport,Standard,27.23,110.0,42.1
36883,2025-09-12 00:32:04,Manchester Airport,Business,30.98,124.0,76.17
36884,2026-06-05 17:01:38,Deansgate,Premium,27.68,118.0,62.39
36885,2025-10-20 20:26:57,Deansgate,Standard,13.46,66.0,34.12
36886,2025-08-30 18:31:56,Trafford Centre,Standard,27.12,109.0,59.08
36887,2025-11-21 21:48:40,Deansgate,Business,33.47,133.0,77.15
36888,2026-06-22 02:06:54,Piccadilly,Airport,29.14,72.0,68.53
36889,2025-09-27 13:25:01,Deansgate,Standard,33.27,119.0,91.41
36890,2026-03-01 09:58:42,Old Trafford,Standard,7.58,17.0,16.77
36891,2025-09-12 08:40:30,MediaCityUK,Airport,26.44,87.0,56.7
36892,2026-04-30 09:53:52,Deansgate,Airport,12.32,52.0,15.06
36893,2026-02-16 19:07:01,Deansgate,Premium,31.08,152.0,58.6
36894,2025-07-14 06:39:31,Old Trafford,Business,4.96,14.0,6.67
36895,2025-12-15 07:34:35,Old Trafford,Airport,19.91,58.0,35.0
36896,2025-12-15 07:21:56,Piccadilly,Business,1.62,6.0,3.96
36897,2026-04-16 21:19:32,Salford Quays,Standard,6.19,14.0,16.73
36898,2026-06-13 12:54:58,Trafford Centre,Premium,19.84,65.0,44.69
36899,2025-08-07 02:36:15,Salford Quays,Premium,34.18,121.0,90.16
36900,2026-05-05 21:59:20,Manchester Airport,Business,23.17,110.0,42.09
36901,2025-12-24 00:51:16,Deansgate,Business,27.74,64.0,65.86
36902,2026-05-07 14:38:16,Old Trafford,Standard,20.51,78.0,44.09
36903,2025-10-04 00:38:30,Piccadilly,Premium,29.4,96.0,59.72
36904,2026-02-14 18:23:55,Deansgate,Airport,5.03,14.0,8.07
36905,2026-05-16 12:09:54,Trafford Centre,Business,7.88,19.0,13.17
36906,2025-07-22 17:54:58,Deansgate,Premium,15.42,35.0,31.29
36907,2026-01-30 13:13:31,Salford Quays,Airport,21.9,68.0,51.34
36908,2026-03-14 11:27:55,Salford Quays,Airport,32.67,135.0,79.38
36909,2025-12-16 09:40:28,Old Trafford,Airport,5.09,16.0,14.22
36910,2026-05-02 02:03:21,Trafford Centre,Standard,13.7,54.0,21.75
36911,2025-09-02 17:09:29,Deansgate,Premium,33.01,84.0,56.62
36912,2025-12-14 00:50:41,Piccadilly,Premium,12.97,60.0,32.49
36913,2026-01-20 05:07:13,Manchester Airport,Airport,33.58,95.0,83.33
36914,2025-08-29 23:18:14,Trafford Centre,Business,2.43,8.0,4.93
36915,2025-07-05 10:31:02,Old Trafford,Standard,30.86,131.0,66.59
36916,2026-03-26 23:20:13,Deansgate,Standard,13.28,61.0,18.54
36917,2025-07-08 15:46:47,Salford Quays,Business,11.97,32.0,21.33
36918,2025-11-27 20:38:29,Trafford Centre,Premium,9.63,41.0,18.84
36919,2025-11-11 16:37:24,Deansgate,Airport,21.44,93.0,53.71
36920,2025-07-15 18:18:31,Deansgate,Business,31.31,135.0,46.81
36921,2025-10-09 21:46:53,Trafford Centre,Premium,2.01,9.0,5.42
36922,2025-08-12 09:47:00,Salford Quays,Premium,15.93,41.0,19.99
36923,2026-04-18 14:02:29,MediaCityUK,Premium,22.51,111.0,51.18
36924,2026-02-14 19:40:37,Deansgate,Airport,24.16,67.0,67.42
36925,2026-02-14 14:07:55,Stockport,Airport,2.46,10.0,4.64
36926,2025-08-20 22:03:26,MediaCityUK,Premium,34.77,90.0,58.03
36927,2025-11-26 17:12:50,Trafford Centre,Standard,28.59,139.0,47.05
36928,2025-11-21 05:54:21,Trafford Centre,Standard,14.01,59.0,38.11
36929,2026-06-09 22:56:20,Trafford Centre,Airport,20.7,56.0,39.51
36930,2025-07-21 06:56:20,Trafford Centre,Business,34.6,78.0,68.34
36931,2025-12-19 08:12:24,Manchester Airport,Airport,21.02,59.0,30.78
36932,2025-10-29 17:33:06,Stockport,Premium,12.62,32.0,27.23
36933,2026-04-09 09:02:14,Stockport,Business,24.63,84.0,51.18
36934,2026-01-07 12:37:29,Manchester Airport,Business,33.51,126.0,75.58
36935,2026-02-08 16:02:33,Salford Quays,Standard,6.31,26.0,16.25
36936,2025-11-18 08:49:35,Stockport,Standard,33.88,140.0,41.13
36937,2026-01-23 16:27:42,Piccadilly,Business,30.21,68.0,83.38
36938,2025-07-22 18:08:41,Manchester Airport,Business,20.06,44.0,52.31
36939,2026-04-07 22:45:56,Stockport,Business,3.21,11.0,4.08
36940,2026-06-18 00:47:56,Piccadilly,Business,3.58,13.0,7.82
36941,2025-11-26 03:08:02,Piccadilly,Airport,15.83,33.0,20.24
36942,2025-08-26 08:05:08,Old Trafford,Premium,21.23,53.0,54.01
36943,2025-09-11 06:18:11,Manchester Airport,Standard,26.01,111.0,49.75
36944,2025-10-06 17:58:27,MediaCityUK,Premium,18.49,74.0,27.04
36945,2025-07-30 18:16:04,Stockport,Business,33.29,122.0,74.27
36946,2025-10-30 20:16:21,Manchester Airport,Premium,25.94,120.0,35.16
36947,2025-12-11 01:08:10,Stockport,Business,14.16,67.0,19.9
36948,2025-10-24 16:04:22,Salford Quays,Premium,16.88,52.0,42.67
36949,2026-04-22 17:02:17,Stockport,Business,1.61,4.0,4.43
36950,2026-04-04 18:03:27,MediaCityUK,Standard,16.53,46.0,23.58
36951,2025-10-07 06:13:31,Trafford Centre,Standard,2.63,6.0,6.13
36952,2025-09-16 15:43:29,MediaCityUK,Premium,11.72,25.0,31.21
36953,2025-09-11 09:21:15,Deansgate,Airport,8.61,37.0,20.98
36954,2025-12-22 20:01:23,Piccadilly,Standard,20.33,45.0,50.76
36955,2026-05-28 13:50:32,Piccadilly,Airport,34.69,158.0,92.61
36956,2026-03-01 02:22:44,Manchester Airport,Standard,11.4,40.0,27.81
36957,2025-12-04 18:45:01,Piccadilly,Premium,26.45,89.0,49.77
36958,2026-05-23 11:52:20,Trafford Centre,Business,12.06,43.0,25.93
36959,2026-05-03 23:03:47,MediaCityUK,Airport,22.79,100.0,42.06
36960,2025-11-01 18:31:21,Old Trafford,Premium,15.15,35.0,37.17
36961,2025-10-23 11:27:36,Piccadilly,Standard,18.78,52.0,31.17
36962,2025-12-06 11:28:40,Stockport,Premium,7.03,15.0,13.17
36963,2025-09-09 11:51:34,Old Trafford,Airport,31.51,83.0,43.32
36964,2025-08-08 00:03:28,MediaCityUK,Airport,16.14,58.0,29.61
36965,2025-08-02 09:13:40,Stockport,Premium,20.33,61.0,40.59
36966,2026-01-16 04:45:56,Salford Quays,Airport,4.64,9.0,12.77
36967,2026-01-25 16:18:26,Manchester Airport,Premium,6.42,15.0,11.66
36968,2026-01-13 02:47:05,Stockport,Business,21.08,71.0,28.15
36969,2025-09-07 17:45:46,Old Trafford,Premium,13.78,60.0,29.17
36970,2025-12-19 23:03:59,Piccadilly,Premium,1.99,5.0,3.03
36971,2026-06-23 01:50:06,Trafford Centre,Airport,33.59,90.0,88.86
36972,2025-11-26 03:28:05,Salford Quays,Premium,8.73,18.0,22.94
36973,2025-06-29 20:18:00,Trafford Centre,Premium,33.02,140.0,41.58
36974,2025-12-20 23:20:12,Manchester Airport,Standard,32.28,101.0,78.11
36975,2025-06-29 21:36:11,Deansgate,Business,29.7,137.0,39.84
36976,2026-03-18 00:45:37,Stockport,Airport,20.09,95.0,52.04
36977,2025-07-16 09:43:10,MediaCityUK,Business,9.82,41.0,18.12
36978,2026-01-11 14:35:24,MediaCityUK,Airport,14.64,32.0,25.23
36979,2025-08-31 02:03:49,Salford Quays,Airport,2.35,10.0,5.8
36980,2026-02-27 09:42:41,Manchester Airport,Premium,26.16,82.0,33.61
36981,2026-01-15 12:11:11,Manchester Airport,Airport,33.43,153.0,87.16
36982,2026-06-07 06:43:37,Trafford Centre,Airport,25.6,52.0,47.97
36983,2026-03-22 07:28:16,Trafford Centre,Business,31.41,84.0,74.63
36984,2025-08-20 01:34:20,Trafford Centre,Premium,29.79,80.0,42.57
36985,2026-01-19 03:53:36,Salford Quays,Premium,28.63,59.0,74.52
36986,2025-07-12 18:30:02,Old Trafford,Standard,1.49,7.0,4.1
36987,2025-10-26 04:59:57,Old Trafford,Premium,3.7,12.0,9.78
36988,2025-08-24 04:29:06,Deansgate,Standard,22.92,98.0,52.17
36989,2025-07-06 07:45:53,Stockport,Premium,20.36,89.0,55.67
36990,2026-01-17 00:54:56,Deansgate,Premium,15.43,64.0,36.95
36991,2026-03-23 23:53:17,Deansgate,Premium,8.34,30.0,10.17
36992,2025-07-04 02:53:12,Piccadilly,Premium,3.0,11.0,4.14
36993,2026-01-29 13:57:00,Old Trafford,Airport,1.15,5.0,2.19
36994,2025-09-28 14:13:38,Piccadilly,Premium,19.51,48.0,25.36
36995,2026-02-18 20:22:17,Piccadilly,Standard,2.4,5.0,5.53
36996,2026-03-04 04:24:08,Manchester Airport,Airport,8.41,19.0,15.34
36997,2026-01-27 12:52:26,Stockport,Standard,12.29,37.0,33.49
36998,2025-12-21 09:55:41,MediaCityUK,Standard,7.33,30.0,14.41
36999,2026-01-14 15:34:19,Salford Quays,Premium,34.49,77.0,65.99
37000,2026-03-03 00:47:53,MediaCityUK,Standard,7.8,36.0,17.57
37001,2025-09-28 17:28:06,Old Trafford,Standard,10.93,51.0,16.75
37002,2025-10-03 23:19:51,Trafford Centre,Airport,23.19,47.0,40.26
37003,2025-12-11 18:10:25,Old Trafford,Standard,8.54,33.0,12.12
37004,2025-11-01 20:27:22,Stockport,Standard,23.17,52.0,52.65
37005,2026-02-09 20:09:08,Salford Quays,Business,32.45,109.0,63.64
37006,2025-07-16 10:36:36,Stockport,Standard,11.05,50.0,14.37
37007,2025-09-01 04:56:07,Manchester Airport,Premium,1.93,7.0,3.36
37008,2025-07-07 03:57:32,Deansgate,Airport,25.94,102.0,57.12
37009,2026-05-19 11:44:57,Stockport,Premium,34.46,162.0,61.11
37010,2025-07-12 05:11:38,Deansgate,Airport,34.59,161.0,83.68
37011,2026-04-26 20:40:11,Salford Quays,Premium,17.02,42.0,23.16
37012,2025-06-25 01:27:58,Trafford Centre,Standard,7.61,30.0,11.63
37013,2025-09-22 18:15:22,MediaCityUK,Premium,33.18,77.0,65.33
37014,2025-07-18 09:21:03,Deansgate,Airport,28.9,68.0,64.05
37015,2025-06-29 04:15:35,Salford Quays,Business,14.07,67.0,21.89
37016,2026-01-23 05:51:47,Stockport,Airport,18.23,61.0,46.64
37017,2025-12-23 06:24:29,Deansgate,Standard,19.07,91.0,25.11
37018,2026-02-26 13:08:41,Salford Quays,Standard,14.8,43.0,27.85
37019,2025-08-22 22:11:35,Salford Quays,Business,6.85,17.0,14.43
37020,2025-10-03 23:08:49,Stockport,Airport,6.94,26.0,19.19
37021,2025-09-03 13:37:38,Old Trafford,Standard,26.62,103.0,49.82
37022,2026-04-28 21:21:50,Trafford Centre,Airport,19.59,48.0,26.32
37023,2026-03-24 04:13:00,Salford Quays,Premium,25.4,67.0,54.39
37024,2025-09-05 01:35:22,Stockport,Premium,27.04,76.0,43.16
37025,2025-11-04 13:05:58,MediaCityUK,Airport,12.0,37.0,18.32
37026,2026-05-19 03:18:14,Old Trafford,Airport,13.38,63.0,16.9
37027,2025-06-26 00:43:49,Manchester Airport,Business,25.56,100.0,57.16
37028,2025-12-11 02:57:10,Stockport,Premium,20.47,95.0,42.54
37029,2026-03-17 20:40:21,MediaCityUK,Airport,3.08,11.0,6.91
37030,2026-05-21 14:10:10,Salford Quays,Business,26.67,111.0,70.37
37031,2026-05-10 21:02:57,Old Trafford,Standard,17.43,54.0,28.64
37032,2026-03-07 10:48:25,Manchester Airport,Premium,34.75,113.0,86.8
37033,2026-02-09 11:15:56,Deansgate,Airport,2.61,8.0,6.8
37034,2026-05-15 17:35:29,Trafford Centre,Business,17.26,58.0,25.08
37035,2026-04-20 14:50:52,MediaCityUK,Business,8.33,22.0,13.54
37036,2026-01-05 16:29:01,Old Trafford,Standard,27.75,103.0,76.67
37037,2025-11-23 08:37:39,Salford Quays,Premium,32.78,94.0,67.34
37038,2026-03-17 13:09:56,Piccadilly,Airport,28.64,130.0,65.74
37039,2026-05-18 02:45:43,Deansgate,Premium,30.95,88.0,67.32
37040,2026-01-18 03:49:44,Old Trafford,Airport,2.88,7.0,6.7
37041,2025-07-17 18:40:48,Manchester Airport,Airport,13.49,61.0,22.63
37042,2025-11-01 07:01:15,Salford Quays,Premium,9.41,20.0,23.65
37043,2026-02-25 02:56:11,Deansgate,Premium,32.54,88.0,81.39
37044,2025-11-17 06:00:34,MediaCityUK,Premium,6.1,24.0,11.46
37045,2025-12-02 15:13:27,Piccadilly,Business,28.33,121.0,74.06
37046,2026-01-18 18:31:21,Piccadilly,Premium,29.91,115.0,76.89
37047,2025-08-12 02:32:29,Trafford Centre,Standard,17.01,61.0,27.57
37048,2026-03-21 20:39:44,Salford Quays,Airport,30.24,67.0,39.91
37049,2025-10-30 03:12:16,Deansgate,Airport,2.41,10.0,5.71
37050,2025-12-27 20:19:21,MediaCityUK,Standard,32.69,85.0,90.53
37051,2025-11-27 03:08:35,Piccadilly,Business,5.65,22.0,11.74
37052,2025-11-25 16:27:47,Piccadilly,Premium,31.72,70.0,38.91
37053,2026-01-22 05:37:08,Stockport,Airport,31.99,137.0,64.88
37054,2026-03-05 15:19:21,Piccadilly,Business,33.82,139.0,61.82
37055,2026-05-31 04:13:08,Manchester Airport,Standard,28.13,75.0,68.72
37056,2026-02-18 20:19:57,Manchester Airport,Standard,33.77,89.0,59.16
37057,2025-12-20 04:18:58,Deansgate,Premium,12.41,57.0,29.38
37058,2026-03-12 05:02:09,Salford Quays,Airport,23.79,49.0,47.53
37059,2026-04-14 21:21:47,Old Trafford,Business,15.03,31.0,22.09
37060,2026-03-12 08:24:36,Piccadilly,Standard,17.92,57.0,36.18
37061,2026-04-25 06:14:44,MediaCityUK,Airport,33.05,164.0,62.33
37062,2025-07-05 04:12:49,Old Trafford,Premium,3.68,18.0,4.54
37063,2025-10-24 07:21:50,Trafford Centre,Premium,1.9,4.0,4.55
37064,2025-06-26 13:06:38,Stockport,Standard,19.6,74.0,31.57
37065,2026-06-14 13:54:49,Old Trafford,Standard,29.18,72.0,41.3
37066,2025-08-07 12:46:54,MediaCityUK,Premium,4.74,12.0,9.51
37067,2026-05-05 19:02:42,Manchester Airport,Premium,30.78,86.0,82.72
37068,2026-04-11 04:12:00,Deansgate,Business,25.38,125.0,68.78
37069,2025-09-23 14:12:52,Deansgate,Airport,10.05,47.0,25.08
37070,2025-09-18 20:43:46,Stockport,Airport,15.67,71.0,40.51
37071,2026-04-03 14:22:39,Old Trafford,Business,29.65,116.0,68.95
37072,2025-11-10 22:24:15,Piccadilly,Airport,17.33,86.0,29.14
37073,2026-04-04 21:43:37,Deansgate,Premium,18.83,51.0,45.5
37074,2026-06-22 04:39:46,Salford Quays,Premium,10.76,44.0,19.14
37075,2026-02-25 19:21:58,MediaCityUK,Business,23.93,89.0,34.93
37076,2025-12-23 06:35:53,Manchester Airport,Business,10.11,48.0,20.22
37077,2025-07-18 17:21:52,Piccadilly,Standard,19.44,68.0,40.41
37078,2026-06-10 19:45:24,Old Trafford,Premium,25.68,99.0,51.35
37079,2025-08-14 18:40:35,Deansgate,Standard,31.85,79.0,86.92
37080,2026-02-17 02:51:01,Salford Quays,Standard,22.78,88.0,39.59
37081,2025-07-04 02:37:42,Trafford Centre,Standard,20.85,67.0,46.68
37082,2025-11-24 06:25:35,Old Trafford,Premium,10.71,48.0,22.76
37083,2026-02-06 20:10:16,MediaCityUK,Business,9.88,37.0,20.43
37084,2026-04-10 16:12:37,Salford Quays,Business,14.51,69.0,39.42
37085,2026-04-12 10:22:15,Trafford Centre,Business,7.26,35.0,14.86
37086,2026-03-19 19:09:16,Salford Quays,Standard,34.8,70.0,61.34
37087,2026-01-25 13:29:57,Trafford Centre,Standard,31.77,79.0,50.77
37088,2026-01-01 00:04:23,Old Trafford,Premium,30.48,140.0,70.06
37089,2026-06-02 14:02:50,Salford Quays,Premium,24.93,71.0,58.75
37090,2025-11-23 02:36:33,Manchester Airport,Standard,4.21,14.0,8.82
37091,2025-10-25 17:10:36,Piccadilly,Business,30.0,136.0,47.35
37092,2025-10-06 03:05:48,Trafford Centre,Standard,16.23,45.0,22.75
37093,2026-01-21 04:05:05,Salford Quays,Airport,16.56,73.0,44.81
37094,2026-01-10 21:04:29,Deansgate,Standard,14.45,51.0,20.89
37095,2025-10-18 02:55:02,Deansgate,Business,27.57,63.0,74.16
37096,2025-11-29 04:29:48,Manchester Airport,Airport,4.83,21.0,12.6
37097,2026-01-18 04:03:10,Manchester Airport,Business,18.88,54.0,51.1
37098,2026-04-24 14:14:41,Trafford Centre,Business,34.75,103.0,87.47
37099,2026-06-19 08:30:47,Piccadilly,Airport,24.45,77.0,63.83
37100,2025-08-14 06:59:48,Trafford Centre,Business,11.44,26.0,21.36
37101,2026-02-16 19:29:38,MediaCityUK,Standard,32.58,83.0,64.86
37102,2026-01-22 16:39:18,MediaCityUK,Airport,31.77,144.0,61.33
37103,2026-02-22 04:25:04,Deansgate,Airport,29.14,109.0,37.4
37104,2025-09-21 02:51:38,Deansgate,Business,16.9,38.0,23.84
37105,2026-04-14 08:58:27,Manchester Airport,Standard,31.01,78.0,76.33
37106,2025-10-12 15:19:51,Stockport,Business,34.6,126.0,96.42
37107,2025-09-29 09:05:00,Deansgate,Premium,20.48,97.0,54.9
37108,2026-05-10 07:05:40,Old Trafford,Airport,4.68,17.0,12.76
37109,2026-06-19 22:25:55,Manchester Airport,Premium,6.86,30.0,11.96
37110,2025-12-19 10:46:44,Piccadilly,Premium,12.99,31.0,19.14
37111,2026-05-06 15:41:27,Trafford Centre,Airport,21.36,97.0,35.96
37112,2026-06-12 21:41:40,Stockport,Premium,1.9,5.0,2.81
37113,2026-06-03 17:26:15,Deansgate,Standard,14.96,71.0,36.47
37114,2025-11-05 15:27:47,Piccadilly,Premium,8.87,32.0,19.86
37115,2025-11-09 02:57:30,MediaCityUK,Business,13.61,49.0,28.74
37116,2025-08-02 10:19:50,Deansgate,Premium,18.07,59.0,21.7
37117,2025-08-05 01:27:41,Stockport,Standard,26.3,66.0,47.88
37118,2025-06-30 08:14:43,Salford Quays,Business,2.56,6.0,3.24
37119,2025-12-10 08:08:10,Manchester Airport,Business,25.24,57.0,45.95
37120,2025-12-20 19:23:33,Manchester Airport,Premium,8.74,21.0,19.89
37121,2025-08-14 15:16:07,Manchester Airport,Business,11.23,31.0,21.34
37122,2025-11-17 09:41:31,MediaCityUK,Business,32.25,146.0,51.83
37123,2025-10-27 08:01:01,Trafford Centre,Airport,30.14,105.0,39.88
37124,2026-01-08 08:28:53,Piccadilly,Business,15.02,46.0,37.82
37125,2026-05-06 05:52:36,Trafford Centre,Standard,12.02,34.0,15.47
37126,2025-08-07 09:33:28,Deansgate,Standard,30.21,121.0,73.0
37127,2026-03-18 12:43:15,Manchester Airport,Airport,33.0,165.0,70.44
37128,2025-09-25 13:25:50,Piccadilly,Standard,19.01,71.0,30.25
37129,2025-11-17 23:41:42,Trafford Centre,Business,5.63,17.0,9.98
37130,2026-06-02 03:03:12,Trafford Centre,Standard,5.14,12.0,8.06
37131,2026-05-12 01:49:19,Salford Quays,Standard,9.52,41.0,12.71
37132,2025-09-12 10:56:04,Stockport,Airport,13.78,45.0,19.68
37133,2025-12-16 09:01:13,Deansgate,Standard,20.56,42.0,39.21
37134,2026-04-02 18:02:56,Manchester Airport,Premium,34.9,109.0,45.16
37135,2025-08-20 02:36:00,MediaCityUK,Business,7.98,34.0,19.92
37136,2026-01-25 10:19:39,Trafford Centre,Business,16.05,39.0,32.46
37137,2026-06-07 23:56:11,MediaCityUK,Business,4.16,9.0,9.03
37138,2026-03-04 13:55:44,Piccadilly,Premium,5.16,14.0,12.64
37139,2026-03-12 13:17:11,Old Trafford,Business,20.4,56.0,26.89
37140,2026-04-08 11:25:19,Stockport,Airport,14.78,60.0,27.4
37141,2025-08-22 07:26:30,Piccadilly,Business,16.39,55.0,40.94
37142,2026-05-17 13:59:19,Stockport,Airport,4.04,14.0,6.11
37143,2025-12-22 11:28:23,Old Trafford,Airport,16.03,36.0,27.45
37144,2025-11-16 07:38:29,Piccadilly,Business,12.74,31.0,23.31
37145,2025-12-24 18:45:30,Deansgate,Premium,31.21,98.0,42.65
37146,2025-08-21 11:30:14,Deansgate,Standard,34.73,125.0,96.96
37147,2026-01-21 18:56:11,Old Trafford,Standard,19.7,82.0,50.46
37148,2025-08-04 21:50:38,Salford Quays,Business,1.04,2.0,2.43
37149,2025-12-09 22:04:35,Stockport,Business,27.07,61.0,62.49
37150,2025-09-02 03:30:12,Salford Quays,Premium,1.45,6.0,3.69
37151,2025-07-29 12:12:13,Stockport,Business,26.72,56.0,46.28
37152,2026-05-07 17:37:07,MediaCityUK,Business,32.52,118.0,89.0
37153,2025-07-16 12:08:40,Piccadilly,Premium,14.37,58.0,40.0
37154,2025-09-05 02:17:26,Manchester Airport,Business,21.29,44.0,38.37
37155,2026-04-26 02:34:06,Old Trafford,Premium,10.3,26.0,12.53
37156,2025-08-06 00:06:00,Stockport,Standard,1.17,4.0,1.73
37157,2025-09-07 08:30:36,Piccadilly,Standard,18.07,42.0,37.9
37158,2026-02-26 10:15:54,Stockport,Standard,13.98,66.0,27.98
37159,2026-05-16 00:46:32,Stockport,Standard,19.15,42.0,53.08
37160,2026-04-11 18:08:33,Piccadilly,Standard,27.45,99.0,38.92
37161,2025-11-14 18:13:45,Deansgate,Premium,3.65,14.0,9.16
37162,2026-04-10 22:20:28,Salford Quays,Airport,5.95,21.0,7.17
37163,2025-12-10 07:19:14,Deansgate,Standard,1.61,5.0,2.12
37164,2025-12-24 12:49:12,Deansgate,Airport,19.82,84.0,35.55
37165,2025-10-14 19:45:06,Stockport,Business,13.61,50.0,37.99
37166,2025-10-09 17:48:10,Trafford Centre,Business,6.73,19.0,15.93
37167,2025-12-31 22:41:06,Salford Quays,Premium,9.32,28.0,25.69
37168,2025-10-29 22:03:39,Piccadilly,Airport,24.95,117.0,60.91
37169,2026-03-16 11:59:16,Deansgate,Business,27.69,97.0,60.39
37170,2025-09-14 20:36:10,Manchester Airport,Airport,19.1,61.0,36.12
37171,2025-11-12 08:36:46,Stockport,Standard,20.77,75.0,30.02
37172,2025-09-09 19:44:27,Salford Quays,Business,23.44,71.0,63.44
37173,2025-10-13 00:19:28,Manchester Airport,Airport,9.87,46.0,22.48
37174,2025-08-05 22:52:36,Trafford Centre,Airport,6.69,22.0,16.44
37175,2026-01-06 16:23:53,Stockport,Business,27.62,92.0,45.33
37176,2026-05-09 17:01:48,Salford Quays,Airport,29.33,74.0,76.58
37177,2025-10-27 06:08:44,Trafford Centre,Premium,11.96,58.0,29.07
37178,2025-09-02 21:35:41,Deansgate,Business,23.93,102.0,39.0
37179,2025-09-18 13:27:36,Stockport,Airport,22.64,93.0,43.93
37180,2025-11-19 08:45:02,MediaCityUK,Airport,16.72,69.0,21.62
37181,2026-04-05 00:54:39,MediaCityUK,Airport,27.83,98.0,45.72
37182,2025-08-11 17:00:37,Salford Quays,Premium,16.62,47.0,32.08
37183,2025-08-24 14:20:05,Trafford Centre,Business,28.16,119.0,73.8
37184,2026-01-15 08:41:28,Salford Quays,Premium,21.76,98.0,43.76
37185,2025-11-25 06:19:47,Trafford Centre,Standard,8.14,17.0,14.42
37186,2025-10-14 22:45:40,Manchester Airport,Airport,11.81,37.0,20.2
37187,2026-06-09 16:52:30,Piccadilly,Business,8.7,32.0,23.58
37188,2025-09-30 12:07:13,Stockport,Airport,12.24,45.0,24.19
37189,2025-09-22 04:43:03,MediaCityUK,Premium,21.64,59.0,28.19
37190,2025-06-25 04:06:19,Piccadilly,Premium,6.91,30.0,16.3
37191,2025-11-24 21:55:42,Deansgate,Premium,21.18,59.0,27.97
37192,2026-02-08 04:13:09,MediaCityUK,Airport,8.34,33.0,20.17
37193,2025-11-15 01:37:53,Trafford Centre,Airport,33.04,147.0,61.85
37194,2026-05-05 05:37:17,Deansgate,Airport,12.23,53.0,18.05
37195,2025-09-23 11:38:42,Old Trafford,Airport,2.0,9.0,3.03
37196,2025-09-19 18:23:46,Manchester Airport,Standard,12.48,42.0,34.56
37197,2026-05-02 17:46:48,Trafford Centre,Premium,25.22,97.0,48.34
37198,2026-01-02 09:45:02,Piccadilly,Airport,30.8,129.0,84.0
37199,2025-11-29 19:35:40,Piccadilly,Business,29.35,118.0,71.76
37200,2026-01-23 21:56:24,Manchester Airport,Airport,11.08,26.0,30.99
37201,2026-05-07 08:53:14,Stockport,Premium,34.66,154.0,54.6
37202,2025-12-29 02:20:36,MediaCityUK,Airport,28.39,124.0,53.88
37203,2026-04-08 05:18:29,Manchester Airport,Business,1.37,4.0,2.31
37204,2026-06-19 03:01:12,Deansgate,Standard,23.19,113.0,28.68
37205,2026-01-22 15:29:32,Piccadilly,Airport,7.93,30.0,13.2
37206,2025-09-22 08:25:31,Manchester Airport,Airport,25.68,114.0,42.99
37207,2025-08-05 03:14:33,Trafford Centre,Premium,5.45,27.0,15.08
37208,2025-08-16 09:07:01,Salford Quays,Airport,15.52,40.0,40.24
