trip_id,full_date,day_name,month_name,year,hour_of_day,time_period,pickup_area,pickup_location_type,dropoff_area,dropoff_location_type,trip_category,distance_miles,duration_minutes,fare,tip,total_earnings,estimated_cost,net_profit,earnings_per_mile,earnings_per_hour,profit_per_hour
395,2026-05-23,Saturday,May      ,2026,10,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,20.20,41.00,46.98,0.00,46.98,5.66,41.32,2.33,68.75,60.47
24434,2026-05-23,Saturday,May      ,2026,12,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,3.47,16.00,9.37,0.00,9.37,0.97,8.40,2.70,35.14,31.49
45912,2026-05-23,Saturday,May      ,2026,14,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,14.09,54.00,25.73,0.00,25.73,3.95,21.78,1.83,28.59,24.21
32848,2026-05-23,Saturday,May      ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,9.22,37.00,20.86,0.00,20.86,2.58,18.28,2.26,33.83,29.64
16427,2026-05-23,Saturday,May      ,2026,18,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,19.02,89.00,46.55,0.00,46.55,5.33,41.22,2.45,31.38,27.79
37202,2026-05-23,Saturday,May      ,2026,22,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,9.88,22.00,26.08,0.00,26.08,2.77,23.31,2.64,71.13,63.58
39243,2026-05-23,Saturday,May      ,2026,10,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,18.11,55.00,21.83,0.00,21.83,5.07,16.76,1.21,23.81,18.28
43611,2026-05-23,Saturday,May      ,2026,6,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,2.49,11.00,6.18,0.00,6.18,0.70,5.48,2.48,33.71,29.91
39875,2026-05-23,Saturday,May      ,2026,9,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,19.91,74.00,28.74,0.00,28.74,5.57,23.17,1.44,23.30,18.78
8216,2026-05-23,Saturday,May      ,2026,17,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,12.24,45.00,20.80,0.00,20.80,3.43,17.37,1.70,27.73,23.16
19371,2026-05-23,Saturday,May      ,2026,12,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,17.28,47.00,30.58,0.00,30.58,4.84,25.74,1.77,39.04,32.86
34128,2026-05-23,Saturday,May      ,2026,10,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,2.78,9.00,7.68,0.00,7.68,0.78,6.90,2.76,51.20,46.01
40680,2026-05-23,Saturday,May      ,2026,7,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,28.96,70.00,69.53,0.00,69.53,8.11,61.42,2.40,59.60,52.65
19585,2026-05-23,Saturday,May      ,2026,14,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,26.56,94.00,43.73,0.00,43.73,7.44,36.29,1.65,27.91,23.17
21955,2026-05-23,Saturday,May      ,2026,18,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,3.79,18.00,7.51,0.00,7.51,1.06,6.45,1.98,25.03,21.50
9924,2026-05-23,Saturday,May      ,2026,2,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,29.29,126.00,50.11,0.00,50.11,8.20,41.91,1.71,23.86,19.96
10478,2026-05-23,Saturday,May      ,2026,19,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,21.01,54.00,56.84,0.00,56.84,5.88,50.96,2.71,63.16,56.62
40675,2026-05-23,Saturday,May      ,2026,9,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,24.48,63.00,35.04,0.00,35.04,6.85,28.19,1.43,33.37,26.84
44779,2026-05-23,Saturday,May      ,2026,15,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,28.83,112.00,68.10,0.00,68.10,8.07,60.03,2.36,36.48,32.16
37554,2026-05-23,Saturday,May      ,2026,17,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,29.29,85.00,61.63,0.00,61.63,8.20,53.43,2.10,43.50,37.71
36186,2026-05-23,Saturday,May      ,2026,18,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,22.75,96.00,30.10,0.00,30.10,6.37,23.73,1.32,18.81,14.83
29578,2026-05-23,Saturday,May      ,2026,5,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,3.06,14.00,4.58,0.00,4.58,0.86,3.72,1.50,19.63,15.96
49394,2026-05-23,Saturday,May      ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,11.55,43.00,22.15,0.00,22.15,3.23,18.92,1.92,30.91,26.39
32073,2026-05-23,Saturday,May      ,2026,13,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,16.58,64.00,22.92,0.00,22.92,4.64,18.28,1.38,21.49,17.14
37573,2026-05-23,Saturday,May      ,2026,23,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,28.30,61.00,42.96,0.00,42.96,7.92,35.04,1.52,42.26,34.46
2843,2026-05-23,Saturday,May      ,2026,8,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,17.76,45.00,28.50,0.00,28.50,4.97,23.53,1.60,38.00,31.37
38488,2026-05-23,Saturday,May      ,2026,6,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,12.86,59.00,24.13,0.00,24.13,3.60,20.53,1.88,24.54,20.88
44767,2026-05-23,Saturday,May      ,2026,15,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,8.19,25.00,16.91,0.00,16.91,2.29,14.62,2.06,40.58,35.08
29103,2026-05-23,Saturday,May      ,2026,2,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,26.55,108.00,44.41,0.00,44.41,7.43,36.98,1.67,24.67,20.54
11776,2026-05-23,Saturday,May      ,2026,17,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,27.47,119.00,58.02,0.00,58.02,7.69,50.33,2.11,29.25,25.38
19556,2026-05-23,Saturday,May      ,2026,22,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,17.99,51.00,43.97,0.00,43.97,5.04,38.93,2.44,51.73,45.80
27568,2026-05-23,Saturday,May      ,2026,15,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,8.00,17.00,12.11,0.00,12.11,2.24,9.87,1.51,42.74,34.84
43496,2026-05-23,Saturday,May      ,2026,10,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,21.86,79.00,41.01,0.00,41.01,6.12,34.89,1.88,31.15,26.50
9323,2026-05-23,Saturday,May      ,2026,3,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,13.39,36.00,28.57,0.00,28.57,3.75,24.82,2.13,47.62,41.37
9313,2026-05-23,Saturday,May      ,2026,11,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,26.54,87.00,55.14,0.00,55.14,7.43,47.71,2.08,38.03,32.90
11707,2026-05-23,Saturday,May      ,2026,9,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,20.87,100.00,30.34,0.00,30.34,5.84,24.50,1.45,18.20,14.70
41621,2026-05-23,Saturday,May      ,2026,2,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,25.74,111.00,49.55,0.00,49.55,7.21,42.34,1.93,26.78,22.89
28105,2026-05-23,Saturday,May      ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,33.75,79.00,43.69,0.00,43.69,9.45,34.24,1.29,33.18,26.01
38421,2026-05-23,Saturday,May      ,2026,7,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,27.12,83.00,70.88,0.00,70.88,7.59,63.29,2.61,51.24,45.75
1303,2026-05-23,Saturday,May      ,2026,17,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,7.82,37.00,19.52,0.00,19.52,2.19,17.33,2.50,31.65,28.10
17275,2026-05-23,Saturday,May      ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,18.02,57.00,24.52,0.00,24.52,5.05,19.47,1.36,25.81,20.50
14344,2026-05-23,Saturday,May      ,2026,7,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,14.41,71.00,25.37,0.00,25.37,4.03,21.34,1.76,21.44,18.03
10894,2026-05-23,Saturday,May      ,2026,5,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,14.97,31.00,36.37,0.00,36.37,4.19,32.18,2.43,70.39,62.28
36135,2026-05-23,Saturday,May      ,2026,11,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,11.06,27.00,23.70,0.00,23.70,3.10,20.60,2.14,52.67,45.78
19126,2026-05-23,Saturday,May      ,2026,10,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,21.15,49.00,26.12,0.00,26.12,5.92,20.20,1.23,31.98,24.73
41588,2026-05-23,Saturday,May      ,2026,22,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,19.89,91.00,39.73,0.00,39.73,5.57,34.16,2.00,26.20,22.52
19530,2026-05-23,Saturday,May      ,2026,5,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,5.37,14.00,7.37,0.00,7.37,1.50,5.87,1.37,31.59,25.14
12103,2026-05-23,Saturday,May      ,2026,11,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,28.45,58.00,73.49,0.00,73.49,7.97,65.52,2.58,76.02,67.78
20135,2026-05-23,Saturday,May      ,2026,23,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,9.53,44.00,20.67,0.00,20.67,2.67,18.00,2.17,28.19,24.55
47785,2026-05-23,Saturday,May      ,2026,11,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,4.32,15.00,6.93,0.00,6.93,1.21,5.72,1.60,27.72,22.88
21371,2026-05-23,Saturday,May      ,2026,21,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,11.91,44.00,22.02,0.00,22.02,3.33,18.69,1.85,30.03,25.48
13854,2026-05-23,Saturday,May      ,2026,6,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,8.22,33.00,16.87,0.00,16.87,2.30,14.57,2.05,30.67,26.49
4887,2026-05-23,Saturday,May      ,2026,6,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.49,35.00,26.51,0.00,26.51,4.62,21.89,1.61,45.45,37.53
45647,2026-05-23,Saturday,May      ,2026,17,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,33.94,166.00,68.77,0.00,68.77,9.50,59.27,2.03,24.86,21.42
47747,2026-05-23,Saturday,May      ,2026,18,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,21.12,73.00,48.68,0.00,48.68,5.91,42.77,2.30,40.01,35.15
10605,2026-05-23,Saturday,May      ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,16.13,48.00,22.29,0.00,22.29,4.52,17.77,1.38,27.86,22.22
18620,2026-05-23,Saturday,May      ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,28.25,83.00,47.93,0.00,47.93,7.91,40.02,1.70,34.65,28.93
37336,2026-05-23,Saturday,May      ,2026,21,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,6.59,25.00,11.74,0.00,11.74,1.85,9.89,1.78,28.18,23.75
4779,2026-05-23,Saturday,May      ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,9.48,35.00,20.94,0.00,20.94,2.65,18.29,2.21,35.90,31.35
24705,2026-05-23,Saturday,May      ,2026,19,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,18.55,77.00,26.65,0.00,26.65,5.19,21.46,1.44,20.77,16.72
33175,2026-05-23,Saturday,May      ,2026,22,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,12.73,43.00,26.37,0.00,26.37,3.56,22.81,2.07,36.80,31.82
32492,2026-05-23,Saturday,May      ,2026,5,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,14.49,67.00,34.80,0.00,34.80,4.06,30.74,2.40,31.16,27.53
45434,2026-05-23,Saturday,May      ,2026,3,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,28.41,70.00,71.01,0.00,71.01,7.95,63.06,2.50,60.87,54.05
6402,2026-05-23,Saturday,May      ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,5.05,24.00,12.79,0.00,12.79,1.41,11.38,2.53,31.98,28.44
42357,2026-05-23,Saturday,May      ,2026,5,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,7.32,32.00,16.58,0.00,16.58,2.05,14.53,2.27,31.09,27.24
12542,2026-05-23,Saturday,May      ,2026,21,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,7.36,31.00,12.76,0.00,12.76,2.06,10.70,1.73,24.70,20.71
45492,2026-05-23,Saturday,May      ,2026,17,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,26.68,61.00,65.72,0.00,65.72,7.47,58.25,2.46,64.64,57.29
23746,2026-05-23,Saturday,May      ,2026,20,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,12.14,27.00,32.62,0.00,32.62,3.40,29.22,2.69,72.49,64.94
12304,2026-05-23,Saturday,May      ,2026,1,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,29.37,65.00,74.94,0.00,74.94,8.22,66.72,2.55,69.18,61.58
4584,2026-05-23,Saturday,May      ,2026,11,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,12.46,48.00,26.44,0.00,26.44,3.49,22.95,2.12,33.05,28.69
9272,2026-05-23,Saturday,May      ,2026,20,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,34.23,155.00,65.65,0.00,65.65,9.58,56.07,1.92,25.41,21.70
35248,2026-05-23,Saturday,May      ,2026,4,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,8.23,19.00,12.62,0.00,12.62,2.30,10.32,1.53,39.85,32.58
2275,2026-05-23,Saturday,May      ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,16.71,36.00,31.24,0.00,31.24,4.68,26.56,1.87,52.07,44.27
17788,2026-05-23,Saturday,May      ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,31.80,150.00,80.47,0.00,80.47,8.90,71.57,2.53,32.19,28.63
4531,2026-05-23,Saturday,May      ,2026,23,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,30.89,101.00,45.40,0.00,45.40,8.65,36.75,1.47,26.97,21.83
40449,2026-05-23,Saturday,May      ,2026,9,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,34.72,148.00,51.18,0.00,51.18,9.72,41.46,1.47,20.75,16.81
37245,2026-05-23,Saturday,May      ,2026,15,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.82,46.00,34.22,0.00,34.22,4.71,29.51,2.03,44.63,38.49
38894,2026-05-23,Saturday,May      ,2026,17,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,14.16,38.00,20.40,0.00,20.40,3.96,16.44,1.44,32.21,25.95
38911,2026-05-23,Saturday,May      ,2026,17,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,18.63,56.00,34.28,0.00,34.28,5.22,29.06,1.84,36.73,31.14
21310,2026-05-23,Saturday,May      ,2026,17,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,24.99,77.00,65.86,0.00,65.86,7.00,58.86,2.64,51.32,45.87
48932,2026-05-23,Saturday,May      ,2026,10,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,27.57,129.00,56.53,0.00,56.53,7.72,48.81,2.05,26.29,22.70
46567,2026-05-23,Saturday,May      ,2026,21,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,26.78,90.00,36.18,0.00,36.18,7.50,28.68,1.35,24.12,19.12
21561,2026-05-23,Saturday,May      ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,18.75,91.00,25.36,0.00,25.36,5.25,20.11,1.35,16.72,13.26
29814,2026-05-23,Saturday,May      ,2026,18,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,22.99,84.00,39.94,0.00,39.94,6.44,33.50,1.74,28.53,23.93
34473,2026-05-23,Saturday,May      ,2026,3,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,17.50,64.00,27.36,0.00,27.36,4.90,22.46,1.56,25.65,21.06
1062,2026-05-23,Saturday,May      ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,6.18,21.00,16.56,0.00,16.56,1.73,14.83,2.68,47.31,42.37
44190,2026-05-23,Saturday,May      ,2026,9,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,17.32,71.00,39.35,0.00,39.35,4.85,34.50,2.27,33.25,29.16
29789,2026-05-23,Saturday,May      ,2026,11,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,4.34,22.00,10.70,0.00,10.70,1.22,9.48,2.47,29.18,25.87
39747,2026-05-23,Saturday,May      ,2026,6,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,5.44,11.00,9.23,0.00,9.23,1.52,7.71,1.70,50.35,42.04
39488,2026-05-23,Saturday,May      ,2026,23,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,30.07,112.00,71.82,0.00,71.82,8.42,63.40,2.39,38.48,33.96
34571,2026-05-23,Saturday,May      ,2026,2,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,10.07,23.00,19.15,0.00,19.15,2.82,16.33,1.90,49.96,42.60
15598,2026-05-23,Saturday,May      ,2026,14,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,11.20,29.00,25.61,0.00,25.61,3.14,22.47,2.29,52.99,46.50
24229,2026-05-23,Saturday,May      ,2026,7,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,11.11,34.00,27.09,0.00,27.09,3.11,23.98,2.44,47.81,42.32
20138,2026-05-23,Saturday,May      ,2026,13,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,10.17,44.00,27.28,0.00,27.28,2.85,24.43,2.68,37.20,33.32
25385,2026-05-23,Saturday,May      ,2026,19,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,7.07,15.00,8.76,0.00,8.76,1.98,6.78,1.24,35.04,27.12
45220,2026-05-22,Friday,May      ,2026,15,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,15.53,52.00,21.75,0.00,21.75,4.35,17.40,1.40,25.10,20.08
45222,2026-05-22,Friday,May      ,2026,18,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,14.18,46.00,25.26,0.00,25.26,3.97,21.29,1.78,32.95,27.77
22091,2026-05-22,Friday,May      ,2026,1,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,6.96,34.00,16.67,0.00,16.67,1.95,14.72,2.40,29.42,25.98
35116,2026-05-22,Friday,May      ,2026,4,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,23.17,68.00,39.42,0.00,39.42,6.49,32.93,1.70,34.78,29.06
5573,2026-05-22,Friday,May      ,2026,1,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.20,56.00,26.28,0.00,26.28,4.54,21.74,1.62,28.16,23.30
6654,2026-05-22,Friday,May      ,2026,8,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,27.24,126.00,67.73,0.00,67.73,7.63,60.10,2.49,32.25,28.62
9712,2026-05-22,Friday,May      ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,10.79,34.00,18.59,0.00,18.59,3.02,15.57,1.72,32.81,27.47
12696,2026-05-22,Friday,May      ,2026,16,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,11.16,42.00,20.98,0.00,20.98,3.12,17.86,1.88,29.97,25.51
16144,2026-05-22,Friday,May      ,2026,4,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,3.89,14.00,8.57,0.00,8.57,1.09,7.48,2.20,36.73,32.06
496,2026-05-22,Friday,May      ,2026,18,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,34.71,115.00,56.83,0.00,56.83,9.72,47.11,1.64,29.65,24.58
37933,2026-05-22,Friday,May      ,2026,13,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,19.66,78.00,31.34,0.00,31.34,5.50,25.84,1.59,24.11,19.87
493,2026-05-22,Friday,May      ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.77,74.00,46.03,0.00,46.03,4.70,41.33,2.74,37.32,33.51
38775,2026-05-22,Friday,May      ,2026,23,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,26.80,105.00,68.42,0.00,68.42,7.50,60.92,2.55,39.10,34.81
48712,2026-05-22,Friday,May      ,2026,5,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,2.89,13.00,4.80,0.00,4.80,0.81,3.99,1.66,22.15,18.42
9630,2026-05-22,Friday,May      ,2026,2,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,28.25,84.00,72.72,0.00,72.72,7.91,64.81,2.57,51.94,46.29
25258,2026-05-22,Friday,May      ,2026,15,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,32.28,152.00,55.18,0.00,55.18,9.04,46.14,1.71,21.78,18.21
18761,2026-05-22,Friday,May      ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,17.58,73.00,48.07,0.00,48.07,4.92,43.15,2.73,39.51,35.46
35083,2026-05-22,Friday,May      ,2026,9,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,26.69,77.00,36.28,0.00,36.28,7.47,28.81,1.36,28.27,22.45
6521,2026-05-22,Friday,May      ,2026,9,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,25.37,75.00,31.03,0.00,31.03,7.10,23.93,1.22,24.82,19.14
11452,2026-05-22,Friday,May      ,2026,8,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,13.54,48.00,37.83,0.00,37.83,3.79,34.04,2.79,47.29,42.55
49864,2026-05-22,Friday,May      ,2026,22,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,34.05,101.00,94.76,0.00,94.76,9.53,85.23,2.78,56.29,50.63
22069,2026-05-22,Friday,May      ,2026,9,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,10.12,21.00,27.75,0.00,27.75,2.83,24.92,2.74,79.29,71.19
37069,2026-05-22,Friday,May      ,2026,17,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,3.51,11.00,8.18,0.00,8.18,0.98,7.20,2.33,44.62,39.26
37829,2026-05-22,Friday,May      ,2026,6,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,34.38,145.00,43.25,0.00,43.25,9.63,33.62,1.26,17.90,13.91
17387,2026-05-22,Friday,May      ,2026,14,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,10.54,22.00,23.84,0.00,23.84,2.95,20.89,2.26,65.02,56.97
911,2026-05-22,Friday,May      ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,27.89,127.00,61.85,0.00,61.85,7.81,54.04,2.22,29.22,25.53
3616,2026-05-22,Friday,May      ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,32.21,115.00,49.86,0.00,49.86,9.02,40.84,1.55,26.01,21.31
8680,2026-05-22,Friday,May      ,2026,8,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,10.67,26.00,21.68,0.00,21.68,2.99,18.69,2.03,50.03,43.14
449,2026-05-22,Friday,May      ,2026,15,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,7.93,37.00,18.01,0.00,18.01,2.22,15.79,2.27,29.21,25.60
3580,2026-05-22,Friday,May      ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,9.37,23.00,26.13,0.00,26.13,2.62,23.51,2.79,68.17,61.32
40973,2026-05-22,Friday,May      ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,6.50,30.00,8.46,0.00,8.46,1.82,6.64,1.30,16.92,13.28
38597,2026-05-22,Friday,May      ,2026,7,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,1.47,4.00,2.30,0.00,2.30,0.41,1.89,1.56,34.50,28.33
9758,2026-05-22,Friday,May      ,2026,8,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,9.15,22.00,11.02,0.00,11.02,2.56,8.46,1.20,30.05,23.07
35000,2026-05-22,Friday,May      ,2026,0,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,18.15,78.00,25.66,0.00,25.66,5.08,20.58,1.41,19.74,15.83
34936,2026-05-22,Friday,May      ,2026,21,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,15.44,31.00,42.10,0.00,42.10,4.32,37.78,2.73,81.48,73.12
11881,2026-05-22,Friday,May      ,2026,2,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,15.88,49.00,43.73,0.00,43.73,4.45,39.28,2.75,53.55,48.10
31153,2026-05-22,Friday,May      ,2026,20,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,21.68,82.00,50.62,0.00,50.62,6.07,44.55,2.33,37.04,32.60
31749,2026-05-22,Friday,May      ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,16.28,60.00,24.27,0.00,24.27,4.56,19.71,1.49,24.27,19.71
42826,2026-05-22,Friday,May      ,2026,2,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,15.03,46.00,26.01,0.00,26.01,4.21,21.80,1.73,33.93,28.44
7281,2026-05-22,Friday,May      ,2026,21,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,30.57,69.00,77.77,0.00,77.77,8.56,69.21,2.54,67.63,60.18
45991,2026-05-22,Friday,May      ,2026,23,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,2.31,6.00,4.15,0.00,4.15,0.65,3.50,1.80,41.50,35.03
35914,2026-05-22,Friday,May      ,2026,13,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,14.29,57.00,30.44,0.00,30.44,4.00,26.44,2.13,32.04,27.83
